Geo3x3,カテゴリー,利用金額
E913849894,小売店,3342857
E913846749,小売店,12662886
E913844382,小売店,4507760
E913876291,小売店,4564581
E913873921,小売店,8774597
E913881672,小売店,2161601
E913873922,小売店,3774462
E913873229,小売店,2669537
E913845165,小売店,1906674
E913881459,小売店,1878354
E913846744,小売店,15172801
E913846745,小売店,3173545
E913849882,小売店,1645232
E913873696,小売店,1423461
E913844169,小売店,2385073
E913846747,小売店,3235635
E913876259,小売店,1337567
E913873977,小売店,3308313
E913873518,小売店,1505593
E913876193,小売店,2269992
E913845213,小売店,1278308
E913873672,小売店,1274659
E913846743,小売店,1304244
E913876344,小売店,1517588
E913873687,小売店,3511518
E913873636,小売店,1101830
E913876254,小売店,1249144
E913845812,小売店,1075745
E913881467,小売店,2803424
E913876246,小売店,1377433
E913845466,小売店,1005961
E913844381,小売店,1988079
E913873234,小売店,1651023
E913873264,小売店,1528876
E913873231,小売店,1179978
E913848984,小売店,873725
E913873929,小売店,803476
E913876196,小売店,1258377
E913845917,小売店,783170
E913849891,小売店,1378705
E913873592,小売店,1007163
E913873261,小売店,897379
E913881482,小売店,695691
E913849856,小売店,695198
E913846748,小売店,1099549
E913876257,小売店,1030084
E913873991,小売店,1546630
E913845966,小売店,1088797
E913849876,小売店,626095
E913873682,小売店,619259
E913845963,小売店,822537
E913845969,小売店,614075
E913846741,小売店,670924
E913849897,小売店,1177585
E913882148,小売店,596635
E913873983,小売店,715662
E913873275,小売店,567026
E913873673,小売店,1637812
E913876342,小売店,1174494
E913873642,小売店,1155656
E913876267,小売店,2095113
E913846757,小売店,526850
E913766367,小売店,520894
E913873562,小売店,911787
E913873956,小売店,510550
E913873238,小売店,509043
E913881373,小売店,565051
E913845835,小売店,856822
E913873228,小売店,526823
E913873674,小売店,468986
E913873941,小売店,940320
E913844182,小売店,454110
E913876248,小売店,647755
E913881623,小売店,486312
E913873252,小売店,556736
E913849879,小売店,926979
E913766393,小売店,721210
E913881676,小売店,654978
E913876251,小売店,482010
E913844364,小売店,405446
E913881576,小売店,401963
E913881658,小売店,486141
E913873563,小売店,408382
E913881723,小売店,367182
E913873699,小売店,360451
E913881382,小売店,471428
E913873649,小売店,1102180
E913873283,小売店,658305
E913844147,小売店,356516
E913876284,小売店,382068
E913846742,小売店,359829
E913873973,小売店,347815
E913873561,小売店,714127
E913873646,小売店,562271
E913873677,小売店,898985
E913873255,小売店,543399
E913873918,小売店,613523
E913844167,小売店,310106
E913873685,小売店,297865
E913881348,小売店,549735
E913873944,小売店,925864
E913844384,小売店,347152
E913849873,小売店,568153
E913873681,小売店,828009
E913873678,小売店,750096
E913873595,小売店,787705
E913873643,小売店,636039
E913873112,小売店,273867
E913849946,小売店,271541
E913873648,小売店,290936
E913873565,小売店,265502
E913873593,小売店,513810
E913873654,小売店,258741
E913873641,小売店,393510
E913873679,小売店,519134
E913844359,小売店,255844
E913846772,小売店,342328
E913873538,小売店,357628
E913873936,小売店,243598
E913873539,小売店,1167586
E913873223,小売店,238139
E913881349,小売店,335140
E913873959,小売店,236002
E913881711,小売店,235707
E913873559,小売店,534371
E913873986,小売店,230158
E913849884,小売店,358460
E913881656,小売店,208250
E913881691,小売店,208184
E913873614,小売店,202090
E913849597,小売店,367514
E913849827,小売店,198280
E913873979,小売店,198152
E913873994,小売店,196040
E913881673,小売店,192679
E913873758,小売店,191888
E913849886,小売店,275036
E913873165,小売店,186102
E913873596,小売店,242208
E913845547,小売店,184980
E913881357,小売店,207201
E913873657,小売店,338310
E913845129,小売店,180233
E913873564,小売店,178563
E913849849,小売店,302802
E913881381,小売店,208303
E913873256,小売店,197813
E913873895,小売店,176892
E913873854,小売店,176240
E913873598,小売店,363480
E913873583,小売店,263931
E913873115,小売店,171644
E913873967,小売店,167162
E913881682,小売店,165925
E913845831,小売店,165658
E913873833,小売店,231124
E913881384,小売店,162896
E913873141,小売店,158636
E913849854,小売店,166924
E913849842,小売店,227250
E913873671,小売店,847945
E913846773,小売店,407237
E913849881,小売店,395870
E913876245,小売店,501831
E913857759,小売店,226930
E913849887,小売店,142157
E913873144,小売店,162846
E913873675,小売店,157680
E913849872,小売店,136440
E913873553,小売店,129620
E913849975,小売店,128520
E913849984,小売店,172257
E913858881,小売店,124011
E913766392,小売店,175299
E913873599,小売店,219876
E913873947,小売店,169956
E913881659,小売店,129374
E913873532,小売店,121592
E913873952,小売店,118783
E913844621,小売店,158268
E913873567,小売店,115211
E913873247,小売店,242814
E913873337,小売店,142038
E913849168,小売店,111365
E913873594,小売店,109766
E913873676,小売店,137149
E913845822,小売店,107876
E913873281,小売店,107020
E913849976,小売店,106304
E913881421,小売店,104628
E913873116,小売店,102155
E913873927,小売店,101675
E913881385,小売店,101410
E913873237,小売店,95114
E913872319,小売店,87800
E913873698,小売店,86829
E913881376,小売店,85053
E913881574,小売店,81604
E913849851,小売店,81354
E913844625,小売店,80412
E913844317,小売店,79687
E913876278,小売店,79509
E913844373,小売店,127488
E913881358,小売店,74970
E913873645,小売店,73723
E913873327,小売店,71565
E913845573,小売店,71360
E913881411,小売店,71285
E913873245,小売店,71358
E913845962,小売店,141937
E913872342,小売店,84400
E913845819,小売店,62554
E913873258,小売店,104939
E913849857,小売店,81176
E913876247,小売店,106752
E913876341,小売店,49862
E913849612,小売店,49795
E913849866,小売店,48914
E913873999,小売店,45477
E913873915,小売店,44034
E913881653,小売店,43298
E913844168,小売店,41182
E913881714,小売店,40948
E913873933,小売店,40612
E913844171,小売店,38350
E913876268,小売店,38256
E913846491,小売店,38050
E913876347,小売店,37921
E913873591,小売店,36720
E913873558,小売店,57242
E913873169,小売店,35510
E913873617,小売店,32069
E913873317,小売店,30057
E913844173,小売店,28000
E913844369,小売店,26208
E913882182,小売店,25591
E913766369,小売店,33941
E913881681,小売店,23369
E913873361,小売店,61296
E913876345,小売店,35328
E913845215,小売店,19925
E913873942,小売店,19843
E913873976,小売店,23770
E913873117,小売店,16000
E913873295,小売店,14950
E913873932,小売店,14763
E913844387,小売店,23921
E913876611,小売店,13669
E913873913,小売店,21268
E913873259,小売店,13133
E913873618,小売店,12904
E913849113,小売店,12650
E913873294,小売店,12291
E913876243,小売店,11500
E913845154,小売店,11499
E913873226,小売店,10000
E913766357,小売店,9174
E913849981,小売店,10340
E913873925,小売店,8763
E913873324,小売店,8659
E913841858,小売店,8527
E913849843,小売店,8270
E913845546,小売店,8020
E913873569,小売店,7827
E913876249,小売店,7160
E913873212,小売店,6000
E913881589,小売店,3910
E913849535,小売店,3552
E913844192,小売店,2000
E913849878,小売店,2000
E913881785,小売店,1970
E913873684,小売店,660
E913882148,その他,2247322
E913876196,その他,1731933
E913873647,その他,505277
E913873396,その他,254245
E913841754,その他,180552
E913845966,その他,114113
E913873671,その他,105819
E913881664,その他,77748
E913844373,その他,60935
E913873264,その他,61180
E913873687,その他,47000
E913873649,その他,41959
E913873226,その他,23904
E913873255,その他,26003
E913844384,その他,14681
E913873657,その他,12000
E913873234,その他,11700
E913873681,その他,11170
E913849897,その他,11063
E913846748,その他,11052
E913873941,その他,10963
E913873642,その他,11785
E913873913,その他,10400
E913845213,その他,10000
E913873947,その他,8514
E913873921,その他,15706
E913873677,その他,10756
E913873673,その他,7084
E913873539,その他,11080
E913876254,その他,6455
E913849597,その他,6160
E913845832,その他,6104
E913846747,その他,6000
E913846745,その他,5775
E913873918,その他,5730
E913873654,その他,5302
E913849886,その他,5300
E913849873,その他,5000
E913844359,その他,5000
E913873977,その他,5000
E913873944,その他,4640
E913873591,その他,4290
E913849754,その他,4000
E913873563,その他,4000
E913873983,その他,4740
E913873259,その他,3405
E913849879,その他,2002
E913873583,その他,2000
E913881358,その他,2000
E913881711,その他,1775
E913873688,その他,1500
E913766369,その他,1500
E913873599,その他,1360
E913873645,その他,770
E913873141,その他,495
E913876267,宿泊施設,42985768
E913882475,宿泊施設,9623127
E913876291,宿泊施設,11596814
E913876249,宿泊施設,11203390
E913876278,宿泊施設,6634163
E913873561,宿泊施設,2427757
E913845498,宿泊施設,1965811
E913876259,宿泊施設,1777647
E913857738,宿泊施設,1579776
E913845816,宿泊施設,2655150
E913848981,宿泊施設,1567762
E913844373,宿泊施設,1530876
E913873744,宿泊施設,1138150
E913881467,宿泊施設,1108820
E913844169,宿泊施設,998105
E913876214,宿泊施設,940963
E913876612,宿泊施設,917050
E913873647,宿泊施設,944865
E913873185,宿泊施設,773430
E913849648,宿泊施設,761089
E913844651,宿泊施設,637903
E913845723,宿泊施設,984530
E913849891,宿泊施設,604821
E913881787,宿泊施設,599332
E913872932,宿泊施設,598489
E913845548,宿泊施設,577986
E913873783,宿泊施設,508778
E913881421,宿泊施設,499170
E913873264,宿泊施設,492687
E913881117,宿泊施設,490815
E913766539,宿泊施設,483300
E913873671,宿泊施設,453619
E913873746,宿泊施設,429070
E913845998,宿泊施設,416600
E913876199,宿泊施設,329807
E913844372,宿泊施設,415185
E913845455,宿泊施設,314550
E913845727,宿泊施設,287148
E913848368,宿泊施設,279740
E913844636,宿泊施設,277205
E913846755,宿泊施設,253304
E913844376,宿泊施設,241115
E913873928,宿泊施設,237119
E913873592,宿泊施設,211622
E913844248,宿泊施設,179027
E913848341,宿泊施設,178930
E913873921,宿泊施設,173537
E913876292,宿泊施設,170960
E913873848,宿泊施設,140537
E913848984,宿泊施設,295578
E913872266,宿泊施設,129980
E913845483,宿泊施設,388592
E913845814,宿泊施設,191070
E913873112,宿泊施設,121569
E913873229,宿泊施設,100024
E913766641,宿泊施設,99085
E913844173,宿泊施設,133787
E913841754,宿泊施設,92100
E913881953,宿泊施設,86450
E913848335,宿泊施設,86115
E913872652,宿泊施設,71000
E913873758,宿泊施設,70900
E913876196,宿泊施設,67292
E913876247,宿泊施設,61130
E913844638,宿泊施設,114430
E913845728,宿泊施設,48980
E913766393,宿泊施設,46117
E913872344,宿泊施設,58106
E913876242,宿泊施設,41802
E913766385,宿泊施設,40743
E913844171,宿泊施設,38350
E913844653,宿泊施設,33365
E913848957,宿泊施設,32680
E913881373,宿泊施設,32600
E913846749,宿泊施設,31970
E913873234,宿泊施設,31140
E913872293,宿泊施設,35290
E913845745,宿泊施設,38480
E913873259,宿泊施設,22072
E913845211,宿泊施設,20859
E913845427,宿泊施設,18600
E913873569,宿泊施設,16800
E913848362,宿泊施設,16000
E913876268,宿泊施設,14980
E913873825,宿泊施設,12100
E913873596,宿泊施設,11775
E913876279,宿泊施設,11295
E913849881,宿泊施設,10624
E913849535,宿泊施設,10298
E913873648,宿泊施設,10772
E913881349,宿泊施設,7150
E913841883,宿泊施設,5981
E913845812,宿泊施設,4000
E913872374,宿泊施設,3000
E913872321,宿泊施設,1800
E913846757,宿泊施設,830
E913876278,観光施設（遊園地、動物園、温泉施設、観光農園等）,9951220
E913876292,観光施設（遊園地、動物園、温泉施設、観光農園等）,6780397
E913876288,観光施設（遊園地、動物園、温泉施設、観光農園等）,5464917
E913876267,観光施設（遊園地、動物園、温泉施設、観光農園等）,3507581
E913876291,観光施設（遊園地、動物園、温泉施設、観光農園等）,2964441
E913848987,観光施設（遊園地、動物園、温泉施設、観光農園等）,3293198
E913845812,観光施設（遊園地、動物園、温泉施設、観光農園等）,1870120
E913849818,観光施設（遊園地、動物園、温泉施設、観光農園等）,1107519
E913873687,観光施設（遊園地、動物園、温泉施設、観光農園等）,960645
E913846744,観光施設（遊園地、動物園、温泉施設、観光農園等）,1260021
E913873185,観光施設（遊園地、動物園、温泉施設、観光農園等）,773430
E913876193,観光施設（遊園地、動物園、温泉施設、観光農園等）,547910
E913873235,観光施設（遊園地、動物園、温泉施設、観光農園等）,265905
E913873676,観光施設（遊園地、動物園、温泉施設、観光農園等）,252220
E913876247,観光施設（遊園地、動物園、温泉施設、観光農園等）,182500
E913872342,観光施設（遊園地、動物園、温泉施設、観光農園等）,100254
E913873647,観光施設（遊園地、動物園、温泉施設、観光農園等）,97221
E913881623,観光施設（遊園地、動物園、温泉施設、観光農園等）,64136
E913844375,観光施設（遊園地、動物園、温泉施設、観光農園等）,43513
E913844182,観光施設（遊園地、動物園、温泉施設、観光農園等）,27240
E913876353,観光施設（遊園地、動物園、温泉施設、観光農園等）,23730
E913873824,観光施設（遊園地、動物園、温泉施設、観光農園等）,16248
E913872652,観光施設（遊園地、動物園、温泉施設、観光農園等）,15300
E913849868,観光施設（遊園地、動物園、温泉施設、観光農園等）,8160
E913849882,観光施設（遊園地、動物園、温泉施設、観光農園等）,4020
E913882475,スポーツ・アクティビティ・体験施設,5313201
E913882317,スポーツ・アクティビティ・体験施設,1899948
E913844376,スポーツ・アクティビティ・体験施設,507154
E913846744,スポーツ・アクティビティ・体験施設,241855
E913857738,スポーツ・アクティビティ・体験施設,235959
E913876634,スポーツ・アクティビティ・体験施設,171415
E913876382,スポーツ・アクティビティ・体験施設,234215
E913844375,スポーツ・アクティビティ・体験施設,105109
E913876643,スポーツ・アクティビティ・体験施設,100000
E913876381,スポーツ・アクティビティ・体験施設,97791
E913845497,スポーツ・アクティビティ・体験施設,93890
E913873688,スポーツ・アクティビティ・体験施設,87000
E913876365,スポーツ・アクティビティ・体験施設,72518
E913873687,スポーツ・アクティビティ・体験施設,63571
E913845816,スポーツ・アクティビティ・体験施設,62892
E913873655,スポーツ・アクティビティ・体験施設,61000
E913849295,スポーツ・アクティビティ・体験施設,52122
E913857759,スポーツ・アクティビティ・体験施設,33785
E913845823,スポーツ・アクティビティ・体験施設,17245
E913873671,スポーツ・アクティビティ・体験施設,15000
E913848954,スポーツ・アクティビティ・体験施設,11000
E913873264,スポーツ・アクティビティ・体験施設,4200
E913846772,タクシー,195749
E913849873,タクシー,159422
E913849882,タクシー,129290
E913873229,タクシー,155536
E913873678,タクシー,102173
E913876267,タクシー,240530
E913844376,タクシー,88044
E913846773,タクシー,82685
E913873553,タクシー,397167
E913873654,タクシー,47090
E913881711,タクシー,38773
E913876342,タクシー,54152
E913873679,タクシー,254341
E913844367,タクシー,21680
E913846746,タクシー,20940
E913881684,タクシー,16060
E913873592,タクシー,15900
E913876268,タクシー,14140
E913873911,タクシー,11220
E913881476,タクシー,11130
E913881357,タクシー,9950
E913876343,タクシー,8430
E913873294,タクシー,8210
E913873535,タクシー,7800
E913881655,タクシー,7560
E913873645,タクシー,3810
E913881381,タクシー,3300
E913873298,タクシー,4966
E913873916,タクシー,2110
E913873539,タクシー,2000
E913873642,タクシー,1814
E913873583,タクシー,1750
E913873597,タクシー,1680
E913873681,タクシー,1300
E913873912,タクシー,1210
E913873991,タクシー,1100
E913873556,タクシー,1000
E913873647,コンビニ・スーパー,15064182
E913846749,コンビニ・スーパー,13863076
E913873671,コンビニ・スーパー,7678481
E913849882,コンビニ・スーパー,4470395
E913876291,コンビニ・スーパー,4222691
E913873234,コンビニ・スーパー,4427992
E913873687,コンビニ・スーパー,2006362
E913849891,コンビニ・スーパー,2916832
E913844381,コンビニ・スーパー,2699854
E913873264,コンビニ・スーパー,3137322
E913876267,コンビニ・スーパー,1740808
E913876246,コンビニ・スーパー,1371491
E913876346,コンビニ・スーパー,1300894
E913766369,コンビニ・スーパー,1293304
E913846741,コンビニ・スーパー,1698369
E913846772,コンビニ・スーパー,1183976
E913844169,コンビニ・スーパー,1165730
E913876341,コンビニ・スーパー,1143987
E913845966,コンビニ・スーパー,1560536
E913873268,コンビニ・スーパー,1763357
E913846748,コンビニ・スーパー,964005
E913876268,コンビニ・スーパー,954617
E913846742,コンビニ・スーパー,943720
E913873654,コンビニ・スーパー,1423039
E913873229,コンビニ・スーパー,883619
E913849873,コンビニ・スーパー,1189907
E913873944,コンビニ・スーパー,1185787
E913876392,コンビニ・スーパー,738823
E913873539,コンビニ・スーパー,754233
E913873592,コンビニ・スーパー,1098691
E913766393,コンビニ・スーパー,685485
E913873228,コンビニ・スーパー,864972
E913873649,コンビニ・スーパー,1242386
E913873642,コンビニ・スーパー,1226954
E913873238,コンビニ・スーパー,618969
E913873599,コンビニ・スーパー,766154
E913849886,コンビニ・スーパー,860222
E913873596,コンビニ・スーパー,540208
E913845963,コンビニ・スーパー,527339
E913873681,コンビニ・スーパー,1110383
E913873928,コンビニ・スーパー,655709
E913873673,コンビニ・スーパー,969715
E913873231,コンビニ・スーパー,472089
E913876249,コンビニ・スーパー,456009
E913873675,コンビニ・スーパー,455449
E913881658,コンビニ・スーパー,917951
E913873676,コンビニ・スーパー,600028
E913873679,コンビニ・スーパー,427796
E913873677,コンビニ・スーパー,405643
E913873678,コンビニ・スーパー,587263
E913873917,コンビニ・スーパー,396555
E913873559,コンビニ・スーパー,378604
E913873991,コンビニ・スーパー,376687
E913873565,コンビニ・スーパー,451701
E913845548,コンビニ・スーパー,368541
E913844359,コンビニ・スーパー,367204
E913881653,コンビニ・スーパー,364414
E913876254,コンビニ・スーパー,359140
E913873614,コンビニ・スーパー,412472
E913873945,コンビニ・スーパー,560613
E913873912,コンビニ・スーパー,342376
E913873658,コンビニ・スーパー,390499
E913873911,コンビニ・スーパー,321954
E913846757,コンビニ・スーパー,317156
E913849879,コンビニ・スーパー,315694
E913873918,コンビニ・スーパー,370241
E913873591,コンビニ・スーパー,346930
E913881714,コンビニ・スーパー,301372
E913849884,コンビニ・スーパー,438539
E913873967,コンビニ・スーパー,289075
E913873983,コンビニ・スーパー,288740
E913849854,コンビニ・スーパー,282481
E913845546,コンビニ・スーパー,264423
E913873932,コンビニ・スーパー,261931
E913873645,コンビニ・スーパー,260052
E913873255,コンビニ・スーパー,258714
E913873258,コンビニ・スーパー,250767
E913849897,コンビニ・スーパー,250723
E913849894,コンビニ・スーパー,243744
E913873595,コンビニ・スーパー,475221
E913881682,コンビニ・スーパー,237840
E913873267,コンビニ・スーパー,341200
E913873283,コンビニ・スーパー,267874
E913881722,コンビニ・スーパー,224796
E913873538,コンビニ・スーパー,223731
E913873327,コンビニ・スーパー,218583
E913849855,コンビニ・スーパー,412087
E913873555,コンビニ・スーパー,207386
E913873226,コンビニ・スーパー,201939
E913873953,コンビニ・スーパー,199020
E913846747,コンビニ・スーパー,191550
E913873236,コンビニ・スーパー,188784
E913873144,コンビニ・スーパー,183614
E913873915,コンビニ・スーパー,180363
E913881383,コンビニ・スーパー,171283
E913881349,コンビニ・スーパー,166342
E913849896,コンビニ・スーパー,162132
E913881384,コンビニ・スーパー,156960
E913873951,コンビニ・スーパー,154792
E913873568,コンビニ・スーパー,142994
E913873982,コンビニ・スーパー,142764
E913881358,コンビニ・スーパー,139189
E913849597,コンビニ・スーパー,137646
E913873564,コンビニ・スーパー,135239
E913873247,コンビニ・スーパー,135001
E913873892,コンビニ・スーパー,134884
E913873641,コンビニ・スーパー,219207
E913881381,コンビニ・スーパー,132908
E913849851,コンビニ・スーパー,128489
E913873854,コンビニ・スーパー,125600
E913873553,コンビニ・スーパー,124083
E913873593,コンビニ・スーパー,121927
E913881357,コンビニ・スーパー,117110
E913873259,コンビニ・スーパー,115380
E913849846,コンビニ・スーパー,107350
E913873561,コンビニ・スーパー,170914
E913873562,コンビニ・スーパー,155926
E913873977,コンビニ・スーパー,100826
E913873935,コンビニ・スーパー,92680
E913845275,コンビニ・スーパー,89432
E913873643,コンビニ・スーパー,86628
E913873655,コンビニ・スーパー,83517
E913873532,コンビニ・スーパー,136284
E913873636,コンビニ・スーパー,78903
E913849595,コンビニ・スーパー,93908
E913876232,コンビニ・スーパー,77086
E913876317,コンビニ・スーパー,73737
E913849122,コンビニ・スーパー,67202
E913849827,コンビニ・スーパー,62590
E913872363,コンビニ・スーパー,61332
E913849976,コンビニ・スーパー,57007
E913849594,コンビニ・スーパー,55679
E913873941,コンビニ・スーパー,52675
E913873294,コンビニ・スーパー,47976
E913873936,コンビニ・スーパー,47320
E913873657,コンビニ・スーパー,78846
E913849887,コンビニ・スーパー,38774
E913881355,コンビニ・スーパー,38720
E913873142,コンビニ・スーパー,37661
E913873862,コンビニ・スーパー,23380
E913881512,コンビニ・スーパー,20211
E913881382,コンビニ・スーパー,19646
E913873598,コンビニ・スーパー,17287
E913873939,コンビニ・スーパー,724
E913873647,テイクアウト,1643293
E913844376,テイクアウト,616990
E913846749,テイクアウト,590687
E913845812,テイクアウト,606310
E913876254,テイクアウト,311037
E913876341,テイクアウト,267500
E913845546,テイクアウト,230837
E913849595,テイクアウト,383881
E913876267,テイクアウト,170230
E913849881,テイクアウト,192323
E913873687,テイクアウト,232374
E913881459,テイクアウト,151314
E913881482,テイクアウト,148065
E913766364,テイクアウト,123184
E913876243,テイクアウト,115227
E913846747,テイクアウト,110754
E913846744,テイクアウト,88702
E913876245,テイクアウト,85233
E913873671,テイクアウト,144604
E913845216,テイクアウト,48798
E913881711,テイクアウト,46686
E913873649,テイクアウト,32591
E913873569,テイクアウト,27456
E913873921,テイクアウト,34517
E913849868,テイクアウト,18102
E913873228,テイクアウト,17300
E913873598,テイクアウト,16958
E913873677,テイクアウト,23373
E913844387,テイクアウト,13788
E913873567,テイクアウト,10500
E913873991,テイクアウト,9120
E913873679,テイクアウト,8180
E913849535,テイクアウト,7300
E913873259,テイクアウト,6000
E913882148,テイクアウト,4595
E913873396,テイクアウト,2580
E913881381,テイクアウト,1000
E913845548,レンタカー,577986
E913873648,レンタカー,340786
E913873647,レンタカー,231850
E913876346,レンタカー,200608
E913873672,レンタカー,98313
E913873569,レンタカー,93835
E913846749,レンタカー,174345
E913849882,レンタカー,49967
E913849873,レンタカー,20915
E913844381,レンタカー,20886
E913845966,レンタカー,6000
E913873595,レンタカー,4000
E913881388,レンタカー,4000
E913873678,レンタカー,2000
E913849887,レンタカー,2000
E913873337,文化施設・劇場・映画館等,113608
E913873112,文化施設・劇場・映画館等,75073
E913873647,文化施設・劇場・映画館等,68494
E913849881,文化施設・劇場・映画館等,54207
E913876383,文化施設・劇場・映画館等,32640
E913873671,文化施設・劇場・映画館等,11383
E913845494,バス・鉄道・海上輸送等,107510
E913849882,バス・鉄道・海上輸送等,9555
E913873674,バス・鉄道・海上輸送等,4700
E913873259,バス・鉄道・海上輸送等,300
E913876291,ふくいdeお得クーポン取扱店,320410
E913873671,ふくいdeお得クーポン取扱店,53800
E913873672,ふくいdeお得クーポン取扱店,30783
